Date,AQI,Rhumidity,Wind Speed
2016-08-06,2.2286,76.875,5.9042
2016-08-05,2.5303,86.5833,6.6783
2016-08-04,2.3592,90.7083,7.3542
2016-08-03,2.5603,69.75,5.2625
2016-08-02,2.3135,67.7083,3.2833
2016-08-01,2.0733,87.9583,4.7833
2016-07-31,1.1919,72.375,3.8167
2016-07-30,1.3676,67.25,7.7167
2016-07-29,1.3431,80.375,5.9333
2016-07-28,1.6495,75.875,8.3667
2016-07-27,1.5147,64.9583,6.7542
2016-07-26,1.5596,75.5417,5.5167
2016-07-25,1.4411,65.9583,5.5167
2016-07-24,1.3635,74.8333,8.7958
2016-07-23,1.3349,70.25,8.1167
2016-07-22,1.5147,56.8333,5.7792
2016-07-21,1.2818,57.3333,5.2458
2016-07-20,1.1715,65.8333,5.925
2016-07-19,1.1593,44.2917,6.7708
2016-07-18,1.4411,42,7.2208
2016-07-17,1.5432,48,7.3708
2016-07-16,1.1151,79.6667,5.3417
2016-07-15,1.2098,85.9167,8.0333
2016-07-14,1.3257,92.0417,12.4708
2016-07-13,1.2777,97.0417,10.7583
2016-07-12,1.3839,84.2083,6.2417
2016-07-11,1.2859,81.875,7.8167
2016-07-10,1.3327,79.0833,7.9333
2016-07-09,1.7148,84.5833,4.7417
2016-07-08,1.2009,77.25,5.6583
2016-07-07,1.5596,81.375,7.3292
2016-07-06,1.1879,48.9167,9.1125
2016-07-05,1.12,60.4583,11.1417
2016-07-04,1.1878,71.0417,8.55
2016-07-03,1.3717,75,4.5208
2016-07-02,1.5024,73.4167,5.8208
2016-07-01,1.5065,72.2083,6.1625
2016-06-30,3.0384,74.1667,7.55
2016-06-29,2.8157,72.2917,7.0667
2016-06-28,2.5005,71.7083,4.7625
2016-06-27,2.3918,65.0417,8.2792
2016-06-26,2.4191,66.9167,6.1875
2016-06-25,2.3221,57,5.5167
2016-06-24,2.5004,65.7083,5.7417
2016-06-23,3.1235,81.2917,6.2542
2016-06-22,2.5614,76.125,4.2125
2016-06-21,2.805,53.5833,6.875
2016-06-20,2.9277,53.7917,6.1083
2016-06-19,2.5816,55.0417,10.6333
2016-06-18,2.7885,43.625,6.0542
2016-06-17,3.042,57.9167,7.1125
2016-06-16,2.941,44.625,6.3875
2016-06-15,3.0379,31.5,9.3333
2016-06-14,3.007,34.0417,6.5458
2016-06-13,3.0851,31.625,10.4208
2016-06-12,2.6749,51.9583,5.6417
2016-06-11,2.8683,43.75,11.5333
2016-06-10,2.7858,39.8333,11.3625
2016-06-09,3.3385,60.0833,12.9292
2016-06-08,3.3058,79.7083,10.0042
2016-06-07,4.0293,42.375,8.9458
2016-06-06,3.1381,52.5833,16.2
2016-06-05,3.7892,47.8333,11.5792
2016-06-04,2.931,47.9583,6.2125
2016-06-03,3.2865,47.7917,11.5708
2016-06-02,2.8389,39.25,9.0833
2016-06-01,2.3942,44.5833,6.9417
2016-05-31,2.4119,52.5417,6.6208
2016-05-30,2.5697,58.875,6.6042
2016-05-29,2.8949,58.9167,6.8292
2016-05-28,2.5391,69.8333,8.2458
2016-05-27,2.6976,56.625,12.1875
2016-05-26,2.5958,64.0417,5.7042
2016-05-25,2.9264,85.7917,5.9
2016-05-24,2.7032,76,14.1917
2016-05-23,2.5255,67.9583,8.0625
2016-05-22,1.7285,66.5417,5.0917
2016-05-21,1.8391,84.6667,6.5792
2016-05-20,1.723,94.0417,5.2708
2016-05-19,2.2025,90.375,5.1583
2016-05-18,2.6877,78.25,5.1417
2016-05-17,3.0438,83.6667,13.4792
2016-05-16,2.9467,48.4583,12.3625
2016-05-15,3.4168,42.5,9.4708
2016-05-14,3.2603,45.0833,12.4292
2016-05-13,2.7192,46.5833,10.3875
2016-05-12,2.6322,55.6667,5.4458
2016-05-11,2.7759,65.0417,7.8125
2016-05-10,2.6856,88.5833,10.8458
2016-05-09,2.7656,45.1667,7.65
2016-05-08,2.8234,46.9583,6.7042
2016-05-07,2.8614,55.25,4.7417
2016-05-06,2.8312,57.6667,5.6792
2016-05-05,2.8746,37.625,7.3625
2016-05-04,3.1057,53.7917,10.1
2016-05-03,3.1694,70.4583,15.0833
2016-05-02,2.828,32.4167,9.3125
2016-05-01,2.7613,32.0833,8.5083
2016-04-30,2.4674,38.125,7.7458
2016-04-29,2.7044,48.4167,9.3
2016-04-28,2.7388,59.375,9.4625
2016-04-27,2.5986,62.2083,7.4
2016-04-26,2.2521,70.1667,8.1667
2016-04-25,1.6283,73,5.9583
2016-04-24,1.9736,78.2917,3.4875
2016-04-23,2.2355,92.5,10.6792
2016-04-22,2.5676,93.125,12.8667
2016-04-21,2.6565,81.625,7.9917
2016-04-20,3.3889,55.625,5.7292
2016-04-19,3.0502,38.875,4.0458
2016-04-18,3.0357,27.5417,4.9542
2016-04-17,3.2018,28.4583,4.5625
2016-04-16,3.0821,36.0833,7.0125
2016-04-15,2.8242,38,7.9375
2016-04-14,2.9165,43.125,8.3208
2016-04-13,3.3362,55.9583,6.9625
2016-04-12,2.8246,68.2083,10.4833
2016-04-11,2.5821,34.0833,7.3333
2016-04-10,2.6563,47.3333,5.7958
2016-04-09,3.0544,50.5,8.4375
2016-04-08,2.8417,54.75,4.9167
2016-04-07,2.9967,50.5,9.5833
2016-04-06,3.0125,37.875,9.3458
2016-04-05,2.9389,35.8333,7.4458
2016-04-04,2.3613,37.1667,5.25
2016-04-03,2.9245,50.4583,15.5042
2016-04-02,2.6386,57.6667,10.6208
2016-04-01,2.529,43.5833,5.2833
2016-03-31,2.5491,40.0833,14.6875
2016-03-30,2.3754,45.5,17.5667
2016-03-29,2.7594,76.5,6.5583
2016-03-28,2.8399,60.8333,6.5583
2016-03-27,2.645,49.5,14.6083
2016-03-26,2.3153,65.2917,7.1833
2016-03-25,2.3647,46.9167,7.3958
2016-03-24,2.5672,56.4583,12.95
2016-03-23,2.6633,78.625,6.9833
2016-03-22,2.1633,65.8333,13.3792
2016-03-21,2.0916,62.25,5.8167
2016-03-20,2.585,79.875,7.0083
2016-03-19,2.3588,76.4583,3.5833
2016-03-18,2.3481,35.9583,7.1875
2016-03-17,2.4492,49.5,6.5625
2016-03-16,2.7574,62,4.7333
2016-03-15,2.5323,72.1364,5.525
2016-03-14,2.5054,44.5833,5.725
2016-03-13,2.9739,74.5,4.7625
2016-03-12,2.4459,68.5,7.225
2016-03-11,2.8374,41.4583,10.8545
2016-03-10,2.8472,47.8333,10.175
2016-03-09,2.4138,32,7.5167
2016-03-08,2.599,50.3333,6.9958
2016-03-07,2.6522,55.5,11.2727
2016-03-06,2.5087,60.625,6.8708
2016-03-05,2.4108,44.1667,8.9875
2016-03-04,2.6357,69.5833,15.0792
2016-03-03,2.3865,55.1667,7.05
2016-03-02,2.017,56.8333,7.2292
2016-03-01,1.9691,68.625,7.1292
2016-02-29,2.2665,93.5417,5.1417
2016-02-28,2.1065,70.375,8.6083
2016-02-27,2.6276,90.75,3.4917
2016-02-26,2.8585,76.9167,9.8167
2016-02-25,2.6283,71.2083,6.4292
2016-02-24,2.2118,36.5,5.7583
2016-02-23,2.3184,47.625,5.5792
2016-02-22,2.4542,60.2083,6.7417
2016-02-21,2.519,54.9583,9.7417
2016-02-20,2.2692,49.375,11.4125
2016-02-19,2.5449,47.4167,6.8875
2016-02-18,2.1216,83.375,8.1708
2016-02-17,2.1959,67.5833,6.4
2016-02-16,2.4544,66.4583,7.3417
2016-02-15,2.6446,65.7083,6.3083
2016-02-14,2.5905,56.3333,5.1667
2016-02-13,2.2252,52.375,9.75
2016-02-12,2.0379,51.9167,9.75
2016-02-11,2.3111,68.9583,4.3958
2016-02-10,2.448,99.7917,6.0833
2016-02-09,2.4115,85,8.775
2016-02-08,2.4599,75.4167,9.2375
2016-02-07,2.7223,44.5,7.675
2016-02-06,2.91,52.1667,7.9208
2016-02-05,2.7578,44.3333,5.0667
2016-02-04,2.326,45.75,5.2208
2016-02-03,2.3442,48.4583,7.8833
2016-02-02,2.1759,53.625,9.1458
2016-02-01,2.244,61,5.6667
2016-01-31,2.2349,76.8333,19.5417
2016-01-30,2.4725,86.2917,9.4
2016-01-29,2.6998,69.2917,9.5958
2016-01-28,2.5179,57.25,5.4375
2016-01-27,2.7194,48.25,5.9583
2016-01-26,2.4179,64.0417,5.4417
2016-01-25,2.2582,53,4.95
2016-01-24,2.6806,59.2083,9.875
2016-01-23,2.4073,77.125,8.525
2016-01-22,2.7122,94.5833,4.7
2016-01-21,2.5928,74.8333,8.2958
2016-01-20,3.2859,70,9.9208
2016-01-19,2.4855,83.3333,6.1792
2016-01-18,2.2248,83.9167,6.3125
2016-01-17,2.0492,67.8333,5.4292
2016-01-16,2.1911,68.875,5.8083
2016-01-15,2.3468,88,4.1792
2016-01-14,2.441,91.2609,2.9667
2016-01-13,2.3686,85.3333,5.9375
2016-01-12,2.4722,84.7917,6.7458
2016-01-11,2.4594,61.2083,5.675
2016-01-10,2.4934,60.3333,6.7417
2016-01-09,2.5308,75.125,4.1833
2016-01-08,2.8618,61.2083,6.8417
2016-01-07,2.1844,74.125,9.7083
2016-01-06,3.047,83.4583,8.9208
2016-01-05,2.8594,83.5417,8.2708
2016-01-04,2.5864,81.2083,11.9875
2016-01-03,2.3756,75.0417,7.7583
2016-01-02,2.2277,58.375,4.4792
2016-01-01,2.5119,60,7.6625
2015-12-31,2.351,61.7083,6.7375
2015-12-30,2.0348,50.875,3.3208
2015-12-29,2.1153,57.3333,5.2625
2015-12-28,2.1708,70.9167,5.8292
2015-12-27,2.4327,85.5,8.2833
2015-12-26,2.1373,85.9167,12.4792
2015-12-25,2.452,61.3333,12.1792
2015-12-24,2.1652,78.7917,11.4042
2015-12-23,2.2691,83.625,5.6583
2015-12-22,2.0971,84.25,5.8208
2015-12-21,2.3813,75.2083,6.325
2015-12-20,2.5713,70.1667,5.4875
2015-12-19,2.6951,61.5,4.6833
2015-12-18,2.6838,62.2917,3.8542
2015-12-17,2.1897,74.4583,6.0208
2015-12-16,2.2656,87.0417,7.325
2015-12-15,2.0715,76.7083,6.1583
2015-12-14,1.6646,83.9583,4.6208
2015-12-13,1.8872,81.1667,4.9667
2015-12-12,1.8295,88.625,8.6958
2015-12-11,2.1601,92.2083,6.5833
2015-12-10,2.0319,92.2917,6.7333
2015-12-09,1.8754,93.9583,7.1333
2015-12-08,1.8615,92.5417,6.7125
2015-12-07,2.4595,79.9583,6.7833
2015-12-06,2.2584,61,4.4833
2015-12-05,2.5099,55.7917,3.0833
2015-12-04,2.3389,60.2917,5.6708
2015-12-03,2.337,47.4583,6.1917
2015-12-02,2.4608,57.4167,12.2542
2015-12-01,2.3209,58.4583,6.6333
2015-11-30,2.2568,49.5833,6.0792
2015-11-29,2.1765,49.9167,10.5542
2015-11-28,2.2077,54.7083,5.8583
2015-11-27,2.2875,51.3478,5.0333
2015-11-26,2.1491,54.5417,7.3
2015-11-25,2.0684,54.6667,10.2292
2015-11-24,2.2516,66.25,9.6458
2015-11-23,2.351,72.375,11.5261
2015-11-22,2.8712,85.5833,11.45
2015-11-21,2.7083,78.2083,11.3042
2015-11-20,2.5016,47.5417,8.1917
2015-11-19,2.5115,49.4167,9.3458
2015-11-18,2.462,73.875,13.775
2015-11-17,2.3525,69.0417,5.8625
2015-11-16,2.3448,68.3333,8.6583
2015-11-15,2.2309,61.75,12.4667
2015-11-14,2.2232,60.5,7.0208
2015-11-13,2.3756,70.5833,8.5833
2015-11-12,2.5546,78.375,11.6458
2015-11-11,2.4562,64.6667,10.0708
2015-11-10,2.0478,42.375,9.4333
2015-11-09,2.1261,56.375,7.8417
2015-11-08,2.2918,81.3333,4.6167
2015-11-07,2.5444,88.9583,12.2167
2015-11-06,2.279,77,7.7875
2015-11-05,2.2394,56.375,9.2542
2015-11-04,1.9507,61.8333,5.2958
2015-11-03,1.8835,70.125,4.2417
2015-11-02,2.4303,73,6.3125
2015-11-01,2.284,91.7083,7.3833
2015-10-31,2.303,92.5,7.9542
2015-10-30,2.329,70.1667,8.4
2015-10-29,2.3247,58.25,4.4208
2015-10-28,2.079,53.9583,4.9167
2015-10-27,2.3667,54.3333,3.4833
2015-10-26,2.0259,69.9583,4.5583
2015-10-25,2.2794,64.4167,6.6792
2015-10-24,2.4339,67.7917,6.5583
2015-10-23,2.1161,75.9167,8.1917
2015-10-22,2.47,73.7083,5.5417
2015-10-21,2.1945,60.0417,9.0208
2015-10-20,2.3952,48.375,8.1
2015-10-19,2.3384,49,7.4708
2015-10-18,2.4377,64.3333,5.8417
2015-10-17,2.1755,65.875,5.8542
2015-10-16,2.1422,53.5,6.7042
2015-10-15,2.4339,56.375,6.325
2015-10-14,2.4839,55.0417,8.6583
2015-10-13,2.5097,53.4583,4.4375
2015-10-12,2.6027,45.0833,7.5375
2015-10-11,2.9502,43.4167,6.2333
2015-10-10,2.5031,44.5833,6.3042
2015-10-09,2.1037,39,6.8792
2015-10-08,1.9968,48.9167,5.4792
2015-10-07,2.4053,46.1667,9.4458
2015-10-06,1.9213,61.25,10.5083
2015-10-05,2.0556,54.5833,17.8833
2015-10-04,2.0169,70,9.5167
2015-10-03,1.8972,66.9167,4.4583
2015-10-02,2.177,78.375,6.4708
2015-10-01,2.0885,84.2083,4.8333
2015-09-30,2.0006,63.2917,5.7583
2015-09-29,2.1281,59.25,6.9958
2015-09-28,2.2287,55.2083,5.1292
2015-09-27,2.4315,56.7083,15.7833
2015-09-26,2.3572,56.9167,10.7
2015-09-25,2.507,47.375,6.9917
2015-09-24,2.3462,59.8333,6.075
2015-09-23,2.1643,57.875,5.4542
2015-09-22,2.1936,49.7083,5.6333
2015-09-21,2.3469,60.25,7.3125
2015-09-20,2.2087,61.6667,4.9458
2015-09-19,2.4016,63.8333,6.1208
2015-09-18,2.2819,57.7083,6.7083
2015-09-17,2.0705,48.2083,5.8042
2015-09-16,1.7723,53.8333,5.1875
2015-09-15,2.0705,60.4167,7.2583
2015-09-14,2.1695,73.5,6.175
2015-09-13,2.8523,79.4583,10.2125
2015-09-12,2.5346,91,8.6167
2015-09-11,1.987,84.625,8.2
2015-09-10,2.0915,45.2083,2.975
2015-09-09,2.2827,56.9583,6
2015-09-08,2.0678,69.1667,4.9583
2015-09-07,2.0843,69.3333,4.6208
2015-09-06,2.2149,62.9583,9.1833
2015-09-05,1.7838,71.5417,7.8042
2015-09-04,1.7611,82.25,4.6042
2015-09-03,2.3013,94.7083,4.3958
2015-09-02,2.7182,88.75,6.9083
2015-09-01,2.4742,73.2083,6.1667
2015-08-31,2.4971,46.0833,11.2958
2015-08-30,2.722,47.9167,6.3167
2015-08-29,3.8587,39.7917,10.725
2015-08-28,5.7748,44.4583,5.7167
2015-08-27,4.4567,48.7083,8.7167
2015-08-26,3.1338,54.9583,3.7917
2015-08-25,6.8136,69.9583,11.6958
2015-08-24,3.7237,75.5833,9.875
2015-08-23,2.1031,56.4583,8.2417
2015-08-22,2.2268,56.0417,5.8
2015-08-21,2.087,54.8333,5.8167
2015-08-20,2.5507,61.2083,4.85
2015-08-19,2.5814,93,6.025
2015-08-18,2.549,75.7917,5.7792
2015-08-17,2.1041,51.5,6.3042
2015-08-16,1.9236,64.9583,6.4208
2015-08-15,2.1324,68.8333,10.5167
2015-08-14,2.9267,76.1667,5.2458
2015-08-13,3.0081,88.0833,8.1458
2015-08-12,2.8966,62.4583,8.1609
2015-08-11,2.8296,35.9167,5.7042
2015-08-10,2.4481,39.5,4.3417
2015-08-09,2.2468,49.5417,7.3
2015-08-08,2.2593,51.7917,7.2208
2015-08-07,2.1339,48.4583,7.8625
2015-08-06,2.0568,52.75,6.6417
2015-08-05,2.36,63.25,7.4875
2015-08-04,2.7217,83.0417,6.0542
2015-08-03,3.1078,83.4583,7.9958
2015-08-02,2.7336,67.7917,4.9
2015-08-01,2.845,53,3.575
2015-07-31,2.8193,55.25,2.5833
2015-07-30,2.5373,51.625,4.7042
2015-07-29,2.3181,42.7917,8.4958
2015-07-28,2.0702,52.375,5.7875
2015-07-27,2.1772,50.25,8.125
2015-07-26,2.4689,54.5417,7.7292
2015-07-25,2.3636,70.0833,6.5292
2015-07-24,2.5099,72.3333,5.7875
2015-07-23,2.7112,57.75,10.5333
2015-07-22,2.8009,46.5833,9.3833
2015-07-21,2.8017,62.0833,9.3
2015-07-20,2.4162,65.625,5.6667
2015-07-19,2.4484,62.3333,7.775
2015-07-18,2.1088,58.75,7.0667
2015-07-17,2.0767,56.5833,5.45
2015-07-16,2.5532,53,6.1625
2015-07-15,2.7583,79.3333,6.65
2015-07-14,2.6863,74.7917,6.45
2015-07-13,2.8301,52.875,6.8208
2015-07-12,2.7882,68.125,8.3417
2015-07-11,3.2313,73.3333,19.8625
2015-07-10,3.8041,64.9583,10.85
2015-07-09,3.1701,57,7.975
2015-07-08,3.1579,51.375,6.113
2015-07-07,3.0767,40.875,7.4458
2015-07-06,2.6137,52.9167,7.0625
2015-07-05,2.609,70.375,6.375
2015-07-04,2.925,63.3333,6.5958
2015-07-03,2.8683,61.9167,6.4333
2015-07-02,2.5414,61.8333,10.5792
2015-07-01,2.5233,50.7083,7.4792
2015-06-30,2.63,59.875,6.8917
2015-06-29,2.7258,69.4583,6.7833
2015-06-28,3.4004,79.4167,9.7375
2015-06-27,3.8805,59.75,6.3292
2015-06-26,3.3779,46.375,4.4333
2015-06-25,3.417,51.8333,7.8792
2015-06-24,2.8832,46.5833,5.5708
2015-06-23,2.7871,52.5,7.2583
2015-06-22,2.7802,55.3333,5.8125
2015-06-21,2.7702,57.2273,5.8818
2015-06-20,2.7615,52.7917,6.2909
2015-06-19,2.7978,69.7083,5.4542
2015-06-18,2.8005,61.75,6.6917
2015-06-17,2.4415,62.2083,5.1
2015-06-16,2.974,76.1667,10.4958
2015-06-15,2.8669,89.125,6.8833
2015-06-14,2.6162,57.0417,5.2042
2015-06-13,2.2276,62.625,7.025
2015-06-12,3.0721,70.2917,6.1417
2015-06-11,3.4356,75.2917,9.3125
2015-06-10,3.4621,74.0833,7.6708
2015-06-09,3.0764,50.5833,7.3458
2015-06-08,3.3878,54.2917,9.3583
2015-06-07,3.9461,42.9583,7.4042
2015-06-06,3.5824,40.8333,5.1875
2015-06-05,2.847,45.3333,8.2708
2015-06-04,2.7052,48.5833,6.6292
2015-06-03,2.6466,60.7083,6.4083
2015-06-02,3.1487,73.5,5.6625
2015-06-01,3.5306,89.1667,4.6167
2015-05-31,3.5639,78.6667,4.3833
2015-05-30,2.7391,55.4583,8.4583
2015-05-29,3.3325,52.7083,6.475
2015-05-28,3.6884,74.4167,6.8208
2015-05-27,3.7655,73.0417,6.5
2015-05-26,3.5345,74.8333,8.2625
2015-05-25,3.5579,59.1364,8.775
2015-05-24,3.7925,59.125,8.925
2015-05-23,3.6785,49.5,7.2875
2015-05-22,3.4952,40.9583,9.4917
2015-05-21,3.4165,33.4167,6.6458
2015-05-20,3.1814,36.875,5.6333
2015-05-19,3.1369,33.5,8.1083
2015-05-18,3.1226,36.4167,10.9292
2015-05-17,2.8893,41.4583,8.8333
2015-05-16,3.0286,47.375,10.5625
2015-05-15,2.9102,61.25,5.6167
2015-05-14,2.662,93,8.7667
2015-05-13,2.9725,85.625,8.7042
2015-05-12,3.1448,84.75,6.3458
2015-05-11,3.2256,49.7083,7.7182
2015-05-10,3.0733,39.4167,6.9
2015-05-09,3.0187,48.7083,5.1
2015-05-08,2.9637,52.7917,6.4417
2015-05-07,2.9207,45.4583,7.3125
2015-05-06,2.4356,64.2917,5.8625
2015-05-05,2.7752,60.25,6.625
2015-05-04,3.045,64.0417,13.6208
2015-05-03,3.1087,52.0417,10.6375
2015-05-02,3.3501,38.7917,6.7792
2015-05-01,3.2161,52.5833,7.0833
2015-04-30,3.0112,55.7917,11.1875
2015-04-29,2.9456,49.0417,10.9125
2015-04-28,2.7527,47.9167,9.4542
2015-04-27,2.9045,55.5833,8.4625
2015-04-26,2.679,34.7917,7.1333
2015-04-25,2.5078,39.7917,8.7833
2015-04-24,2.5738,58.2083,6.3833
2015-04-23,2.7605,79.7083,9.675
2015-04-22,2.9492,69.7917,8.6458
2015-04-21,2.7229,50.375,5.2833
2015-04-20,2.6996,41.125,11.6667
2015-04-19,2.6707,43.7083,7.8458
2015-04-18,2.9593,42.625,7.5958
2015-04-17,2.8688,47.5417,5.5917
2015-04-16,2.7512,52.375,10.175
2015-04-15,2.7991,41.4167,13.175
2015-04-14,2.4006,35.7917,11.2042
2015-04-13,2.841,48.9583,10.2292
2015-04-12,3.0556,66.0417,12.3833
2015-04-11,3.1753,42.7083,4.7625
2015-04-10,3.0503,38.5,16.6833
2015-04-09,2.9786,38.7917,12.3042
2015-04-08,2.9653,36.1667,9.9458
2015-04-07,2.5396,35.25,7.7958
2015-04-06,2.4521,40.125,7.0917
2015-04-05,2.6769,64.7917,6.4125
2015-04-04,2.5992,86.1667,6.6083
2015-04-03,2.8843,83.75,5.6875
2015-04-02,2.7854,78.125,6.3917
2015-04-01,3.0874,57.5417,6.0833
2015-03-31,2.9459,67.125,6.7792
2015-03-30,2.7784,49.0417,18.2
2015-03-29,2.7388,45.6667,15.65
2015-03-28,2.5824,49.4583,7.1917
2015-03-27,2.7509,49.3333,9.5708
2015-03-26,2.5134,67.2083,7.7583
2015-03-25,2.9749,38.875,7.1435
2015-03-24,2.5655,48.3333,14.85
2015-03-23,2.3601,62.2917,8.0917
2015-03-22,2.251,83.0833,5.3042
2015-03-21,1.8695,88.75,5.2542
2015-03-20,2.5065,74.7917,6.7292
2015-03-19,2.2382,98.0417,6.1917
2015-03-18,1.9934,91,6.7542
2015-03-17,1.9384,56.0417,8.7375
2015-03-16,2.0856,64.9583,6.0958
2015-03-15,2.7079,88.8333,7.2333
2015-03-14,2.7223,86.25,5.7042
2015-03-13,2.4719,60.4583,7.7542
2015-03-12,2.7394,38.8333,17.8875
2015-03-11,2.8274,34.875,6.0292
2015-03-10,2.4497,41.1667,11.7083
2015-03-09,2.5546,58.25,7.9875
2015-03-08,2.6815,71.4167,4.75
2015-03-07,2.5394,47.3333,11.2458
2015-03-06,2.8077,46.625,9.9708
2015-03-05,2.5635,58.375,7.1435
2015-03-04,2.3108,45.4167,8.1458
2015-03-03,2.4552,43.5417,10.25
2015-03-02,2.7656,55.7917,7.2708
2015-03-01,2.1804,60.75,6.7958
2015-02-28,2.3025,72.4583,15.2917
2015-02-27,2.2014,68.875,7.2625
2015-02-26,2.2252,70.25,10.8333
2015-02-25,2.2479,76.5833,9.4917
2015-02-24,2.4727,80.25,10.7875
2015-02-23,2.4379,80.5,8.1125
2015-02-22,2.2991,56.6667,10.7
2015-02-21,2.4226,48.1667,9.8875
2015-02-20,2.4546,61.9167,6.3708
2015-02-19,2.5783,80.3333,6.4417
2015-02-18,2.2488,77.5,9.95
2015-02-17,2.3662,48.375,9.2875
2015-02-16,2.5381,63.3333,5.4042
2015-02-15,2.2437,80.75,4.9583
2015-02-14,2.71,71.7083,8.9042
2015-02-13,2.1007,57.375,5.6542
2015-02-12,2.5794,71.2917,8.9708
2015-02-11,3.7245,60.4167,6.2125
2015-02-10,3.4421,66.1667,6.8167
2015-02-09,2.8014,93.1667,8.4208
2015-02-08,2.7624,78.0417,3.8167
2015-02-07,2.8838,80.0833,5.7292
2015-02-06,2.3686,73.375,5.0875
2015-02-05,2.5243,67.625,3.6125
2015-02-04,2.2801,85.1667,4.5792
2015-02-03,2.46,85.0417,5.9542
2015-02-02,2.5212,66.2083,7.6167
2015-02-01,1.9556,75.7917,3.9542
2015-01-31,1.9988,81.3333,6.4958
2015-01-30,2.6478,80.2917,7.1
2015-01-29,2.3905,81.7083,5.9708
2015-01-28,2.8771,62.5417,5.3167
2015-01-27,2.2256,62.2083,4.7167
2015-01-26,2.5402,75.4583,5.4583
2015-01-25,2.217,45.0833,5.3583
2015-01-24,2.4057,56.0417,3.0167
2015-01-23,2.6365,46.875,6.5833
2015-01-22,2.646,45.7917,10.5375
2015-01-21,2.31,51.4583,9.2125
2015-01-20,2.343,52.75,13.75
2015-01-19,2.4975,55.125,8.8708
2015-01-18,2.4958,53.625,7.1542
2015-01-17,2.6769,47.5833,11.0333
2015-01-16,2.5965,64.375,7.1708
2015-01-15,2.5222,43.5833,9.5167
2015-01-14,2.3496,48.1667,13.3833
2015-01-13,2.2343,51.25,10.4917
2015-01-12,2.5587,57.9583,9.5167
2015-01-11,2.9763,63.3333,10.2125
2015-01-10,2.6486,74.5417,7.6333
2015-01-09,2.2176,82.125,3.7
2015-01-08,2.6359,79.625,4.7583
2015-01-07,2.0112,72.5,8.0375
2015-01-06,2.1625,69.9583,10.8958
2015-01-05,2.0024,79.625,10.9792
2015-01-04,2.0042,82.1667,4.725
2015-01-03,2.101,75.25,6.1125
2015-01-02,2.1669,75.3333,5.7958
2015-01-01,2.2541,78.125,5.45
2014-12-31,2.1617,90.5417,8.0125
2014-12-30,2.1988,68.75,7.775
2014-12-29,1.9616,50.375,11.5875
2014-12-28,2.122,59.9583,11.55
2014-12-27,2.2954,77.4583,8.4958
2014-12-26,2.1881,86.625,9.9125
2014-12-25,2.0351,69.4583,3.8042
2014-12-24,2.3314,76.8333,6.1708
2014-12-23,2.5885,81.4167,5.475
2014-12-22,2.6054,64.625,5.1167
2014-12-21,2.2427,65.8333,4.775
2014-12-20,2.4059,67.0833,4.3333
2014-12-19,2.0827,70.125,6.05
2014-12-18,2.0526,57.0833,5.7417
2014-12-17,2.2403,74.0417,6.7875
2014-12-16,2.6176,72.2083,6.1833
2014-12-15,2.1192,79.75,5.4708
2014-12-14,2.0837,93.5417,5.0542
2014-12-13,2.1338,86.125,6.125
2014-12-12,2.4822,79.875,6.15
2014-12-11,2.5004,78.375,9.9667
2014-12-10,2.3236,59.0833,5.4542
2014-12-09,2.5579,51.1667,10.1833
2014-12-08,2.4717,59.8333,10.7542
2014-12-07,2.5627,65.3333,3.9375
2014-12-06,2.4498,73.7083,5.2458
2014-12-05,2.8409,74.0833,3.9958
2014-12-04,2.1792,78.0833,7.2083
2014-12-03,2.421,84.3333,5.8542
2014-12-02,2.5971,71.5,8.0042
2014-12-01,2.4003,71.7083,7.1125
2014-11-30,2.2293,61.3333,7.1417
2014-11-29,2.4187,61.7083,9.6292
2014-11-28,2.0994,72.75,8.7333
2014-11-27,1.9094,71.375,9.6708
2014-11-26,3.1496,79.375,13.4375
2014-11-25,2.2427,92.875,7.3917
2014-11-24,2.4207,93.25,4.6833
2014-11-23,2.0239,69.5833,7.9625
2014-11-22,2.0639,64.9167,5.2583
2014-11-21,2.6757,73.75,4.9833
2014-11-20,2.4079,71.4167,7.9458
2014-11-19,2.5827,49.7083,9.2625
2014-11-18,2.4779,59.5833,12.2667
2014-11-17,2.1584,85.4583,4.675
2014-11-16,2.9898,64.9167,7.7458
2014-11-15,2.3937,64.6667,8.9458
2014-11-14,2.499,68.3333,9.1083
2014-11-13,2.3852,64.8333,10.85
2014-11-12,2.3744,80,10.1417
2014-11-11,2.6058,79.125,5.8792
2014-11-10,2.2325,82.2917,4.1
2014-11-09,2.1087,77.7917,7.2958
2014-11-08,2.1106,82.75,9.3708
2014-11-07,2.274,89.7917,5.425
2014-11-06,2.2826,82.75,5.5458
2014-11-05,2.1654,78.625,8.1625
2014-11-04,2.5365,67.7917,5.7125
2014-11-03,2.3764,75.7083,4.8125
2014-11-02,2.2712,69.6667,9.8542
2014-11-01,1.922,71.6667,6.0917
2014-10-31,2.0719,93.6667,6.1458
2014-10-30,2.2622,94,6.2333
2014-10-29,2.5707,74.8333,4.2
2014-10-28,2.4176,92.0833,6.6208
2014-10-27,2.3026,60.625,6.7167
2014-10-26,1.9682,72.4167,4.175
2014-10-25,2.2044,64.3333,8.175
2014-10-24,2.764,75.75,10.4125
2014-10-23,2.557,60.9167,7.9417
2014-10-22,2.3661,48.625,8.0667
