2010-09-14,933,81,30.07403,27.63125,28
2010-09-15,913,78,30.07403,27.65,28
2010-09-16,902,76,30.073512,27.65,28
2010-09-17,902,76,30.073586,27.65,28
2010-09-18,889,74,30.073882,27.6,28
2010-09-19,923,79,30.073882,27.65,28
2010-09-20,923,79,30.073882,27.65,28
2010-09-21,902,76,30.073956,27.65,28
2010-09-22,933,81,30.073068,27.61875,28
2010-09-23,967,86,30.073956,27.61875,28
2010-09-24,956,84,30.074845,27.56875,28
2010-09-25,923,79,30.073956,27.61875,28
2010-09-26,923,79,30.073586,27.487499,28
2010-09-27,977,87,30.073586,27.5875,28
2010-09-28,995,90,30.07329,27.456249,28
2010-09-29,951,83,30.073808,27.456249,28
2010-09-30,995,90,30.072846,27.50625,28
2010-10-01,956,84,30.072624,27.50625,28
2010-10-02,1168,117,30.072476,27.174999,28
2010-10-03,1125,110,30.072846,27.125,28
2010-10-04,1191,120,30.071809,27.24375,28
2010-10-05,1153,114,30.072402,27.09375,28
2010-10-06,1191,120,30.071735,27.112499,28
2010-10-07,1140,112,30.072328,27.1625,28
2010-10-08,1235,127,30.072476,27.049999,28
2010-10-09,1285,134,30.072328,27.049999,28
2010-10-10,553,23,30.06796,26.950001,26
2010-10-11,569,25,30.067664,27.049999,26
2010-10-12,553,23,30.067219,27.049999,26
2010-10-13,546,22,30.066183,27.049999,26
